text,label
"selling preloved clothes, mura lang.",not_disaster
"order na kayo ng milk tea, buy 1 take 1.",not_disaster
"laptop for sale, negotiable price.",not_disaster
nag foodtrip kami kagabi.,not_disaster
"new sneakers available, limited stocks.",not_disaster
"samsung galaxy s22, pm for price.",not_disaster
kape tayo sa bagong cafe.,not_disaster
buy 1 take 1 pizza promo today!,not_disaster
"order na ng takoyaki, masarap.",not_disaster
macbook air for sale.,not_disaster
nag mall kami kanina.,not_disaster
"new shoes drop, pm now.",not_disaster
sarap ng ramen dito sa shop.,not_disaster
brand new bags for sale.,not_disaster
nag outing kami sa beach.,not_disaster
"burger and fries combo, order now.",not_disaster
"canon camera for sale, negotiable.",not_disaster
buy 1 take 1 milk tea.,not_disaster
"airpods for sale, legit.",not_disaster
nag roadtrip kami kahapon.,not_disaster
"ps5 available, pm me.",not_disaster
bagong bukas na cafe.,not_disaster
pizza promo ngayon.,not_disaster
oppo reno phone for sale.,not_disaster
nag swimming kami kanina.,not_disaster
chicken wings promo today.,not_disaster
smartwatch for sale.,not_disaster
nag shopping kami sa mall.,not_disaster
headphones available now.,not_disaster
takoyaki 5pcs for 50.,not_disaster
clothes bundle sale.,not_disaster
nag gala kami sa park.,not_disaster
shoes sale up to 50%.,not_disaster
lazada sale haul.,not_disaster
gaming laptop available.,not_disaster
buy 1 free 1 burger.,not_disaster
nag inuman kami kagabi.,not_disaster
watch for sale.,not_disaster
bagong restaurant opening.,not_disaster
smartphone sale promo.,not_disaster
nag kape kami sa cafe.,not_disaster
"tv for sale, pm.",not_disaster
nag movie kami sa mall.,not_disaster
new restaurant in town.,not_disaster
shoes for sale.,not_disaster
order food delivery now.,not_disaster
motorcycle for sale.,not_disaster
new clothes available.,not_disaster
nag travel kami.,not_disaster
gaming pc for sale.,not_disaster
order na ng fries.,not_disaster
smartphone available.,not_disaster
nag swimming ulit.,not_disaster
tablet for sale.,not_disaster
milk tea promo.,not_disaster
camera lens for sale.,not_disaster
nag jogging kami.,not_disaster
pizza buy 1 take 1.,not_disaster
shoes bundle sale.,not_disaster
nag gala kami ulit.,not_disaster
smartwatch promo.,not_disaster
furniture for sale.,not_disaster
nag mall ulit.,not_disaster
food promo today.,not_disaster
desktop for sale.,not_disaster
nag lakad kami.,not_disaster
headset available.,not_disaster
food delivery now.,not_disaster
speaker for sale.,not_disaster
nag laro kami.,not_disaster
phone promo sale.,not_disaster
burger for sale.,not_disaster
nag shop ulit.,not_disaster
tv sale now.,not_disaster
bike for sale.,not_disaster
nag kain kami.,not_disaster
pizza promo.,not_disaster
car for sale.,not_disaster
nag inom kami.,not_disaster
food for sale.,not_disaster
shoes promo.,not_disaster
nag gala ulit.,not_disaster
tablet sale.,not_disaster
watch promo.,not_disaster
nag mall kami.,not_disaster
laptop promo.,not_disaster
new clothes.,not_disaster
nag travel.,not_disaster
sale now.,not_disaster
burger.,not_disaster
"new phone for sale, pm now.",not_disaster
order na ng ramen bowl.,not_disaster
sarap ng milk tea dito.,not_disaster
nag roadtrip ulit kami.,not_disaster
limited sneakers drop.,not_disaster
buy 1 take 1 shawarma.,not_disaster
new gadgets for sale.,not_disaster
nag outing kami ulit.,not_disaster
pizza bundle promo.,not_disaster
smartwatch available.,not_disaster
nag foodtrip ulit kami.,not_disaster
brand new laptop sale.,not_disaster
burger combo meal.,not_disaster
clothes clearance sale.,not_disaster
nag shopping ulit.,not_disaster
furniture clearance.,not_disaster
new cafe in town.,not_disaster
order ng sushi platter.,not_disaster
headphones for sale.,not_disaster
nag travel ulit.,not_disaster
tablet available now.,not_disaster
tv discount promo.,not_disaster
new restaurant promo.,not_disaster
gaming chair sale.,not_disaster
order na ng burger.,not_disaster
camera available.,not_disaster
nag mall ulit kami.,not_disaster
smartphone discount.,not_disaster
order ng fries combo.,not_disaster
new smartwatch drop.,not_disaster
pizza promo ulit.,not_disaster
sale ng damit.,not_disaster
speaker promo.,not_disaster
order na ng milk tea.,not_disaster
new phone drop.,not_disaster
grabe sunog dito sa amin.,disaster
ang daming tao kasi sunog sa barangay.,disaster
nabalitaan ko na sunog sa probinsya.,disaster
grabe nasunugan dito sa amin.,disaster
ang daming tao kasi nasunugan sa barangay.,disaster
nabalitaan ko na nasunugan sa probinsya.,disaster
grabe nagkasunog dito sa amin.,disaster
ang daming tao kasi nagkasunog sa barangay.,disaster
nabalitaan ko na nagkasunog sa probinsya.,disaster
grabe nagsunog dito sa amin.,disaster
ang daming tao kasi nagsunog sa barangay.,disaster
nabalitaan ko na nagsunog sa probinsya.,disaster
grabe nasusunog dito sa amin.,disaster
ang daming tao kasi nasusunog sa barangay.,disaster
nabalitaan ko na nasusunog sa probinsya.,disaster
grabe baha dito sa amin.,disaster
ang daming tao kasi baha sa barangay.,disaster
nabalitaan ko na baha sa probinsya.,disaster
grabe binaha dito sa amin.,disaster
ang daming tao kasi binaha sa barangay.,disaster
nabalitaan ko na binaha sa probinsya.,disaster
grabe bumaha dito sa amin.,disaster
ang daming tao kasi bumaha sa barangay.,disaster
nabalitaan ko na bumaha sa probinsya.,disaster
grabe nagkabaha dito sa amin.,disaster
ang daming tao kasi nagkabaha sa barangay.,disaster
nabalitaan ko na nagkabaha sa probinsya.,disaster
grabe lindol dito sa amin.,disaster
ang daming tao kasi lindol sa barangay.,disaster
nabalitaan ko na lindol sa probinsya.,disaster
grabe lumindol dito sa amin.,disaster
ang daming tao kasi lumindol sa barangay.,disaster
nabalitaan ko na lumindol sa probinsya.,disaster
grabe nilindol dito sa amin.,disaster
ang daming tao kasi nilindol sa barangay.,disaster
nabalitaan ko na nilindol sa probinsya.,disaster
grabe naglindol dito sa amin.,disaster
ang daming tao kasi naglindol sa barangay.,disaster
nabalitaan ko na naglindol sa probinsya.,disaster
grabe bagyo dito sa amin.,disaster
ang daming tao kasi bagyo sa barangay.,disaster
nabalitaan ko na bagyo sa probinsya.,disaster
grabe bumagyo dito sa amin.,disaster
ang daming tao kasi bumagyo sa barangay.,disaster
nabalitaan ko na bumagyo sa probinsya.,disaster
grabe binagyo dito sa amin.,disaster
ang daming tao kasi binagyo sa barangay.,disaster
nabalitaan ko na binagyo sa probinsya.,disaster
grabe nagbagyo dito sa amin.,disaster
ang daming tao kasi nagbagyo sa barangay.,disaster
nabalitaan ko na nagbagyo sa probinsya.,disaster
grabe landslide dito sa amin.,disaster
ang daming tao kasi landslide sa barangay.,disaster
nabalitaan ko na landslide sa probinsya.,disaster
grabe gumuho dito sa amin.,disaster
ang daming tao kasi gumuho sa barangay.,disaster
nabalitaan ko na gumuho sa probinsya.,disaster
grabe gumuhong lupa dito sa amin.,disaster
ang daming tao kasi gumuhong lupa sa barangay.,disaster
nabalitaan ko na gumuhong lupa sa probinsya.,disaster
"for sale ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! for sale ng milk tea.,not_disaster
ang daming for sale na pagkain sa food park.,not_disaster
"binebenta ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! binebenta ng milk tea.,not_disaster
ang daming binebenta na pagkain sa food park.,not_disaster
"ibinebenta ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! ibinebenta ng milk tea.,not_disaster
ang daming ibinebenta na pagkain sa food park.,not_disaster
"bentahan ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! bentahan ng milk tea.,not_disaster
ang daming bentahan na pagkain sa food park.,not_disaster
"sale ngayon ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! sale ngayon ng milk tea.,not_disaster
ang daming sale ngayon na pagkain sa food park.,not_disaster
"order ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! order ng milk tea.,not_disaster
ang daming order na pagkain sa food park.,not_disaster
"umorder ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! umorder ng milk tea.,not_disaster
ang daming umorder na pagkain sa food park.,not_disaster
"nag-order ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! nag-order ng milk tea.,not_disaster
ang daming nag-order na pagkain sa food park.,not_disaster
"inorder ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! inorder ng milk tea.,not_disaster
ang daming inorder na pagkain sa food park.,not_disaster
"kain ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! kain ng milk tea.,not_disaster
ang daming kain na pagkain sa food park.,not_disaster
"kumain ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! kumain ng milk tea.,not_disaster
ang daming kumain na pagkain sa food park.,not_disaster
"kainan ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! kainan ng milk tea.,not_disaster
ang daming kainan na pagkain sa food park.,not_disaster
"nagkainan ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! nagkainan ng milk tea.,not_disaster
ang daming nagkainan na pagkain sa food park.,not_disaster
"bili ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! bili ng milk tea.,not_disaster
ang daming bili na pagkain sa food park.,not_disaster
"bumili ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! bumili ng milk tea.,not_disaster
ang daming bumili na pagkain sa food park.,not_disaster
"nagbili ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! nagbili ng milk tea.,not_disaster
ang daming nagbili na pagkain sa food park.,not_disaster
"binili ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! binili ng milk tea.,not_disaster
ang daming binili na pagkain sa food park.,not_disaster
"pagbebenta ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! pagbebenta ng milk tea.,not_disaster
ang daming pagbebenta na pagkain sa food park.,not_disaster
there was a report of sunog in the city.,disaster
"ingat mga kapitbahay, may sunog kanina.",disaster
there was a report of nasunugan in the city.,disaster
"ingat mga kapitbahay, may nasunugan kanina.",disaster
there was a report of nagkasunog in the city.,disaster
"ingat mga kapitbahay, may nagkasunog kanina.",disaster
there was a report of nagsunog in the city.,disaster
"ingat mga kapitbahay, may nagsunog kanina.",disaster
there was a report of nasusunog in the city.,disaster
"ingat mga kapitbahay, may nasusunog kanina.",disaster
grabe fire dito sa amin.,disaster
ang daming tao kasi fire sa barangay.,disaster
nabalitaan ko na fire sa probinsya.,disaster
there was a report of fire in the city.,disaster
"ingat mga kapitbahay, may fire kanina.",disaster
grabe house on fire dito sa amin.,disaster
ang daming tao kasi house on fire sa barangay.,disaster
nabalitaan ko na house on fire sa probinsya.,disaster
there was a report of house on fire in the city.,disaster
"ingat mga kapitbahay, may house on fire kanina.",disaster
grabe burning building dito sa amin.,disaster
ang daming tao kasi burning building sa barangay.,disaster
nabalitaan ko na burning building sa probinsya.,disaster
there was a report of burning building in the city.,disaster
"ingat mga kapitbahay, may burning building kanina.",disaster
there was a report of baha in the city.,disaster
"ingat mga kapitbahay, may baha kanina.",disaster
there was a report of binaha in the city.,disaster
"ingat mga kapitbahay, may binaha kanina.",disaster
there was a report of bumaha in the city.,disaster
"ingat mga kapitbahay, may bumaha kanina.",disaster
there was a report of nagkabaha in the city.,disaster
"ingat mga kapitbahay, may nagkabaha kanina.",disaster
grabe flash flood dito sa amin.,disaster
ang daming tao kasi flash flood sa barangay.,disaster
nabalitaan ko na flash flood sa probinsya.,disaster
there was a report of flash flood in the city.,disaster
"ingat mga kapitbahay, may flash flood kanina.",disaster
grabe flooded dito sa amin.,disaster
ang daming tao kasi flooded sa barangay.,disaster
nabalitaan ko na flooded sa probinsya.,disaster
there was a report of flooded in the city.,disaster
"ingat mga kapitbahay, may flooded kanina.",disaster
grabe overflowing river dito sa amin.,disaster
ang daming tao kasi overflowing river sa barangay.,disaster
nabalitaan ko na overflowing river sa probinsya.,disaster
there was a report of overflowing river in the city.,disaster
"ingat mga kapitbahay, may overflowing river kanina.",disaster
there was a report of lindol in the city.,disaster
"ingat mga kapitbahay, may lindol kanina.",disaster
there was a report of lumindol in the city.,disaster
"ingat mga kapitbahay, may lumindol kanina.",disaster
there was a report of nilindol in the city.,disaster
"ingat mga kapitbahay, may nilindol kanina.",disaster
there was a report of naglindol in the city.,disaster
"ingat mga kapitbahay, may naglindol kanina.",disaster
grabe earthquake dito sa amin.,disaster
ang daming tao kasi earthquake sa barangay.,disaster
nabalitaan ko na earthquake sa probinsya.,disaster
there was a report of earthquake in the city.,disaster
"ingat mga kapitbahay, may earthquake kanina.",disaster
grabe aftershock dito sa amin.,disaster
ang daming tao kasi aftershock sa barangay.,disaster
nabalitaan ko na aftershock sa probinsya.,disaster
there was a report of aftershock in the city.,disaster
"ingat mga kapitbahay, may aftershock kanina.",disaster
grabe strong quake dito sa amin.,disaster
ang daming tao kasi strong quake sa barangay.,disaster
nabalitaan ko na strong quake sa probinsya.,disaster
there was a report of strong quake in the city.,disaster
"ingat mga kapitbahay, may strong quake kanina.",disaster
there was a report of bagyo in the city.,disaster
"ingat mga kapitbahay, may bagyo kanina.",disaster
there was a report of bumagyo in the city.,disaster
"ingat mga kapitbahay, may bumagyo kanina.",disaster
there was a report of binagyo in the city.,disaster
"ingat mga kapitbahay, may binagyo kanina.",disaster
there was a report of nagbagyo in the city.,disaster
"ingat mga kapitbahay, may nagbagyo kanina.",disaster
grabe typhoon dito sa amin.,disaster
ang daming tao kasi typhoon sa barangay.,disaster
nabalitaan ko na typhoon sa probinsya.,disaster
there was a report of typhoon in the city.,disaster
"ingat mga kapitbahay, may typhoon kanina.",disaster
grabe storm surge dito sa amin.,disaster
ang daming tao kasi storm surge sa barangay.,disaster
nabalitaan ko na storm surge sa probinsya.,disaster
there was a report of storm surge in the city.,disaster
"ingat mga kapitbahay, may storm surge kanina.",disaster
grabe signal no. 3 dito sa amin.,disaster
ang daming tao kasi signal no. 3 sa barangay.,disaster
nabalitaan ko na signal no. 3 sa probinsya.,disaster
there was a report of signal no. 3 in the city.,disaster
"ingat mga kapitbahay, may signal no. 3 kanina.",disaster
grabe super typhoon dito sa amin.,disaster
ang daming tao kasi super typhoon sa barangay.,disaster
nabalitaan ko na super typhoon sa probinsya.,disaster
there was a report of super typhoon in the city.,disaster
"ingat mga kapitbahay, may super typhoon kanina.",disaster
grabe ulan dito sa amin.,disaster
ang daming tao kasi ulan sa barangay.,disaster
nabalitaan ko na ulan sa probinsya.,disaster
there was a report of ulan in the city.,disaster
"ingat mga kapitbahay, may ulan kanina.",disaster
grabe malakas na ulan dito sa amin.,disaster
ang daming tao kasi malakas na ulan sa barangay.,disaster
nabalitaan ko na malakas na ulan sa probinsya.,disaster
there was a report of malakas na ulan in the city.,disaster
"ingat mga kapitbahay, may malakas na ulan kanina.",disaster
grabe torrential rain dito sa amin.,disaster
ang daming tao kasi torrential rain sa barangay.,disaster
nabalitaan ko na torrential rain sa probinsya.,disaster
there was a report of torrential rain in the city.,disaster
"ingat mga kapitbahay, may torrential rain kanina.",disaster
grabe heavy rains dito sa amin.,disaster
ang daming tao kasi heavy rains sa barangay.,disaster
nabalitaan ko na heavy rains sa probinsya.,disaster
there was a report of heavy rains in the city.,disaster
"ingat mga kapitbahay, may heavy rains kanina.",disaster
there was a report of landslide in the city.,disaster
"ingat mga kapitbahay, may landslide kanina.",disaster
there was a report of gumuho in the city.,disaster
"ingat mga kapitbahay, may gumuho kanina.",disaster
there was a report of gumuhong lupa in the city.,disaster
"ingat mga kapitbahay, may gumuhong lupa kanina.",disaster
"check out this shop, maraming for sale.",not_disaster
latest deal: for sale items today!,not_disaster
"check out this shop, maraming binebenta.",not_disaster
latest deal: binebenta items today!,not_disaster
"check out this shop, maraming ibinebenta.",not_disaster
latest deal: ibinebenta items today!,not_disaster
"check out this shop, maraming bentahan.",not_disaster
latest deal: bentahan items today!,not_disaster
"check out this shop, maraming sale ngayon.",not_disaster
latest deal: sale ngayon items today!,not_disaster
"promo ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! promo ng milk tea.,not_disaster
ang daming promo na pagkain sa food park.,not_disaster
"check out this shop, maraming promo.",not_disaster
latest deal: promo items today!,not_disaster
"discount ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! discount ng milk tea.,not_disaster
ang daming discount na pagkain sa food park.,not_disaster
"check out this shop, maraming discount.",not_disaster
latest deal: discount items today!,not_disaster
"check out this shop, maraming order.",not_disaster
latest deal: order items today!,not_disaster
"check out this shop, maraming umorder.",not_disaster
latest deal: umorder items today!,not_disaster
"check out this shop, maraming nag-order.",not_disaster
latest deal: nag-order items today!,not_disaster
"check out this shop, maraming inorder.",not_disaster
latest deal: inorder items today!,not_disaster
"place your order ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! place your order ng milk tea.,not_disaster
ang daming place your order na pagkain sa food park.,not_disaster
"check out this shop, maraming place your order.",not_disaster
latest deal: place your order items today!,not_disaster
"takeout ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! takeout ng milk tea.,not_disaster
ang daming takeout na pagkain sa food park.,not_disaster
"check out this shop, maraming takeout.",not_disaster
latest deal: takeout items today!,not_disaster
"delivery ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! delivery ng milk tea.,not_disaster
ang daming delivery na pagkain sa food park.,not_disaster
"check out this shop, maraming delivery.",not_disaster
latest deal: delivery items today!,not_disaster
"check out this shop, maraming kain.",not_disaster
latest deal: kain items today!,not_disaster
"check out this shop, maraming kumain.",not_disaster
latest deal: kumain items today!,not_disaster
"check out this shop, maraming kainan.",not_disaster
latest deal: kainan items today!,not_disaster
"check out this shop, maraming nagkainan.",not_disaster
latest deal: nagkainan items today!,not_disaster
"foodtrip ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! foodtrip ng milk tea.,not_disaster
ang daming foodtrip na pagkain sa food park.,not_disaster
"check out this shop, maraming foodtrip.",not_disaster
latest deal: foodtrip items today!,not_disaster
"eat all you can ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! eat all you can ng milk tea.,not_disaster
ang daming eat all you can na pagkain sa food park.,not_disaster
"check out this shop, maraming eat all you can.",not_disaster
latest deal: eat all you can items today!,not_disaster
"buffet ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! buffet ng milk tea.,not_disaster
ang daming buffet na pagkain sa food park.,not_disaster
"check out this shop, maraming buffet.",not_disaster
latest deal: buffet items today!,not_disaster
"check out this shop, maraming bili.",not_disaster
latest deal: bili items today!,not_disaster
"check out this shop, maraming bumili.",not_disaster
latest deal: bumili items today!,not_disaster
"check out this shop, maraming nagbili.",not_disaster
latest deal: nagbili items today!,not_disaster
"check out this shop, maraming binili.",not_disaster
latest deal: binili items today!,not_disaster
"check out this shop, maraming pagbebenta.",not_disaster
latest deal: pagbebenta items today!,not_disaster
"buy 1 take 1 ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! buy 1 take 1 ng milk tea.,not_disaster
ang daming buy 1 take 1 na pagkain sa food park.,not_disaster
"check out this shop, maraming buy 1 take 1.",not_disaster
latest deal: buy 1 take 1 items today!,not_disaster
"shop now ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! shop now ng milk tea.,not_disaster
ang daming shop now na pagkain sa food park.,not_disaster
"check out this shop, maraming shop now.",not_disaster
latest deal: shop now items today!,not_disaster
"new release ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! new release ng milk tea.,not_disaster
ang daming new release na pagkain sa food park.,not_disaster
"check out this shop, maraming new release.",not_disaster
latest deal: new release items today!,not_disaster
"brand new ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! brand new ng milk tea.,not_disaster
ang daming brand new na pagkain sa food park.,not_disaster
"check out this shop, maraming brand new.",not_disaster
latest deal: brand new items today!,not_disaster
"preloved ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! preloved ng milk tea.,not_disaster
ang daming preloved na pagkain sa food park.,not_disaster
"check out this shop, maraming preloved.",not_disaster
latest deal: preloved items today!,not_disaster
"gadget sale ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! gadget sale ng milk tea.,not_disaster
ang daming gadget sale na pagkain sa food park.,not_disaster
"check out this shop, maraming gadget sale.",not_disaster
latest deal: gadget sale items today!,not_disaster
"murang phone ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! murang phone ng milk tea.,not_disaster
ang daming murang phone na pagkain sa food park.,not_disaster
"check out this shop, maraming murang phone.",not_disaster
latest deal: murang phone items today!,not_disaster
"affordable items ng iphone 14 pro max, pm me.",not_disaster
promo ngayon! affordable items ng milk tea.,not_disaster
ang daming affordable items na pagkain sa food park.,not_disaster
"check out this shop, maraming affordable items.",not_disaster
latest deal: affordable items items today!,not_disaster
"malakas na lindol sa probinsya, maraming nasirang bahay",disaster
"typhoon signal number 4 na, lahat ng tao nag-evacuate",disaster
"flash flood sa bayan, maraming sasakyan na-stranded",disaster
"landslide sa bundok, hindi na madaanan ang kalsada",disaster
"storm surge sa coastal area, maraming bahay natangay",disaster
"volcanic eruption, maraming abo sa hangin",disaster
"tsunami warning, lahat ng tao lumikas",disaster
"wildfire sa bundok, kumalat na sa mga bahay",disaster
"tornado sa bayan, maraming puno natumba",disaster
"drought sa probinsya, walang tubig ang mga magsasaka",disaster
"sunog sa palengke, maraming tindahan nasunog",disaster
"fire sa apartment building, maraming residente na-trap",disaster
"gas explosion sa bahay, may sugatan",disaster
"electrical fire sa office, lahat nag-evacuate",disaster
"forest fire sa bundok, kumalat na sa residential area",disaster
"nasunugan ang buong barangay, maraming pamilya nawalan ng bahay",disaster
"sunog sa eskwelahan, lahat ng estudyante na-evacuate",disaster
"burning building sa downtown, maraming tao na-stranded",disaster
"apoy sa warehouse, maraming gamit nasunog",disaster
"fire incident sa mall, lahat ng tao lumikas",disaster
"baha sa buong barangay, maraming pamilya na-stranded",disaster
"river overflow, maraming bahay binaha",disaster
"heavy rainfall, maraming lugar binaha",disaster
"dam overflow, maraming lugar binaha",disaster
"sewer overflow, maraming lugar binaha",disaster
"baha sa highway, hindi na madaanan ang kalsada",disaster
"flooded ang buong subdivision, maraming pamilya na-stranded",disaster
"baha sa palengke, maraming tindahan binaha",disaster
"river overflow sa probinsya, maraming bahay binaha",disaster
"strong earthquake sa probinsya, maraming gusali nasira",disaster
"aftershock pa rin, maraming tao natatakot",disaster
"ground shaking, maraming bintana nabasag",disaster
"seismic activity, maraming tao nag-panic",disaster
"lindol sa bayan, maraming bahay nasira",disaster
"earthquake sa probinsya, maraming gusali nasira",disaster
"strong quake sa probinsya, maraming tao na-stranded",disaster
"lindol sa mall, maraming tao nag-panic",disaster
"earthquake sa hospital, maraming pasyente na-transfer",disaster
"lindol sa eskwelahan, lahat ng estudyante na-evacuate",disaster
"emergency evacuation, lahat ng tao lumikas",disaster
"rescue operation ongoing, maraming tao na-trap",disaster
"medical emergency, kailangan ng ambulansya",disaster
"power outage, walang kuryente buong bayan",disaster
"water shortage, walang tubig sa buong barangay",disaster
"food shortage, maraming pamilya walang makain",disaster
"shelter needed, maraming pamilya walang matuluyan",disaster
"medical supplies needed, maraming sugatan",disaster
"relief goods needed, maraming pamilya nangangailangan",disaster
"volunteers needed, maraming trabaho sa relief center",disaster
"mega sale sa mall, 70% off lahat ng items",not_disaster
"online shopping spree, ang dami kong nakuha",not_disaster
"black friday sale, maraming murang gadgets",not_disaster
"christmas sale, perfect time para mag-shopping",not_disaster
"clearance sale, lahat ng items bagsak presyo",not_disaster
"flash sale sa online store, limited time only",not_disaster
"buy 1 take 1 promo, sulit na sulit",not_disaster
"free shipping nationwide, order na kayo",not_disaster
"new arrivals sa store, check nyo na",not_disaster
"limited edition items, get yours now",not_disaster
sarap ng bagong restaurant sa town,not_disaster
"food trip sa food park, ang daming choices",not_disaster
"milk tea craving, order na kayo",not_disaster
"pizza party sa bahay, ang saya",not_disaster
"coffee date with friends, perfect weather",not_disaster
"buffet lunch sa hotel, sulit na sulit",not_disaster
"street food adventure, ang daming masarap",not_disaster
"home cooked meal, masarap na ulam",not_disaster
"dessert craving, ice cream time",not_disaster
"bbq party sa backyard, perfect weekend",not_disaster
"movie night sa bahay, popcorn ready",not_disaster
"beach trip this weekend, excited na",not_disaster
"concert tickets secured, can't wait",not_disaster
"gaming marathon, all night session",not_disaster
"photography walk sa park, beautiful scenery",not_disaster
"dance class later, excited na ako",not_disaster
"art workshop this saturday, creative mode",not_disaster
"music festival next month, line up is amazing",not_disaster
"theater show tonight, cultural night",not_disaster
"sports game this afternoon, rooting for our team",not_disaster
"new phone unboxing, so excited",not_disaster
"laptop upgrade, productivity boost",not_disaster
"gaming setup complete, perfect for streaming",not_disaster
"smart home devices, convenience level up",not_disaster
"camera gear haul, photography ready",not_disaster
"headphones review, sound quality amazing",not_disaster
"tablet for work, portable office",not_disaster
"smartwatch features, health tracking",not_disaster
"gaming console, entertainment hub",not_disaster
"tech review channel, latest gadgets",not_disaster
"workout session complete, feeling great",not_disaster
"yoga class this morning, zen mode",not_disaster
"haircut appointment, new look coming",not_disaster
"nail art session, self care day",not_disaster
"massage therapy, relaxation time",not_disaster
"spa day with friends, pampering session",not_disaster
"fashion haul, wardrobe update",not_disaster
"beauty routine, glow up mode",not_disaster
"fitness journey, progress update",not_disaster
"wellness retreat, mental health priority",not_disaster
"job interview went well, positive vibes",not_disaster
"promotion announcement, career milestone",not_disaster
"new project launch, exciting times",not_disaster
"team building activity, bonding time",not_disaster
"conference presentation, knowledge sharing",not_disaster
"networking event, connections made",not_disaster
"training session, skill development",not_disaster
"performance review, growth opportunity",not_disaster
"work from home setup, productivity mode",not_disaster
"career development, future planning",not_disaster
"family reunion this weekend, excited na",not_disaster
"anniversary celebration, love milestone",not_disaster
"birthday party planning, special day",not_disaster
"wedding preparation, happy couple",not_disaster
"baby shower, new life coming",not_disaster
"graduation ceremony, achievement unlocked",not_disaster
"holiday gathering, festive mood",not_disaster
"friendship celebration, bond strengthening",not_disaster
"community event, social connection",not_disaster
"volunteer work, giving back",not_disaster
